,open,high,low,close,adjusted close,volume
2019-09-06,1181.85,1214.0,1163.71,1206.32,60.316,4631018.0
2019-09-13,1207.08,1242.42,1193.17,1240.03,62.0015,6931093.0
2019-09-20,1230.44,1244.34,1216.47,1229.84,61.492,6135614.0
2019-09-27,1226.57,1248.02,1209.2,1225.95,61.2975,7282001.0
2019-10-04,1220.6,1232.86,1163.14,1210.96,60.548,6950217.0
2019-10-11,1207.0,1228.75,1189.48,1215.71,60.7855,4519358.0
2019-10-18,1213.89,1263.75,1211.88,1244.41,62.2205,5879842.0
2019-10-25,1248.7,1268.0,1239.85,1264.3,63.215,5858543.0
2019-11-01,1275.0,1299.24,1249.48,1272.25,63.6125,10139174.0
2019-11-08,1276.11,1322.65,1276.11,1309.0,65.45,7799211.0
2019-11-15,1304.0,1333.54,1292.15,1333.54,66.677,6657281.0
2019-11-22,1332.34,1333.92,1289.21,1293.67,64.6835,6605123.0
2019-11-29,1296.26,1317.64,1295.61,1304.09,65.2045,3857352.0
2019-12-06,1302.56,1342.47,1277.05,1339.39,66.9695,7454667.0
2019-12-13,1338.86,1357.55,1334.0,1346.87,67.3435,6576777.0
2019-12-20,1355.0,1364.33,1348.75,1351.22,67.561,8256670.0
2019-12-27,1358.73,1367.05,1344.17,1354.64,67.732,4015050.0
2020-01-03,1356.81,1373.75,1332.13,1361.52,68.076,4511547.0
2020-01-10,1351.63,1434.94,1351.0,1428.96,71.448,8806689.0
2020-01-17,1435.25,1480.55,1425.37,1479.52,73.976,7833938.0
2020-01-24,1479.0,1500.58,1463.18,1466.17,73.3085,6631966.0
2020-01-31,1431.54,1469.67,1419.5,1432.78,71.639,7821663.0
2020-02-07,1461.65,1486.3,1422.03,1479.11,73.9555,13530648.0
2020-02-14,1477.23,1529.88,1475.2,1518.73,75.9365,7515370.0
2020-02-21,1514.34,1530.74,1478.49,1483.46,74.173,5846578.0
2020-02-28,1423.05,1436.85,1268.21,1339.25,66.9625,14672559.0
2020-03-06,1351.39,1408.19,1257.21,1295.74,64.787,13932728.0
2020-03-13,1204.96,1275.85,1108.47,1214.27,60.7135,17634104.0
2020-03-20,1089.61,1152.61,1037.0,1068.21,53.4105,21469652.0
2020-03-27,1056.37,1171.48,1008.87,1110.26,55.513,19297309.0
2020-04-03,1132.64,1173.4,1075.08,1092.7,54.635,14188545.0
2020-04-09,1133.0,1221.99,1125.0,1206.57,60.3285,10965082.0
2020-04-17,1201.5,1290.0,1182.33,1279.0,63.95,12662413.0
2020-04-24,1269.89,1288.15,1205.0,1276.6,63.83,10144930.0
2020-05-01,1292.0,1360.15,1230.38,1317.32,65.866,16897906.0
2020-05-08,1308.13,1396.64,1296.01,1384.34,69.217,8312600.0
2020-05-15,1376.79,1415.53,1323.3,1373.06,68.653,9260350.0
2020-05-22,1361.58,1417.0,1354.2,1413.24,70.662,8813466.0
2020-05-29,1441.96,1445.11,1394.6,1433.52,71.676,7425982.0
2020-06-05,1425.7,1449.01,1406.01,1440.02,72.001,7299418.0
2020-06-12,1426.28,1472.77,1385.8,1412.92,70.646,9154151.0
2020-06-19,1389.49,1462.2,1387.2,1424.64,71.232,8975216.0
2020-06-26,1425.01,1475.79,1355.0,1362.54,68.127,11019155.0
2020-07-02,1360.34,1488.52,1351.65,1469.93,73.4965,9238766.0
2020-07-10,1488.15,1541.34,1476.98,1539.01,76.9505,9830204.0
2020-07-17,1549.94,1576.36,1485.93,1516.85,75.8425,8641939.0
2020-07-24,1515.0,1587.05,1487.59,1508.21,75.4105,7233702.0
2020-07-31,1513.26,1540.89,1454.0,1487.95,74.3975,10413995.0
2020-08-07,1491.0,1520.09,1464.03,1498.37,74.9185,8645767.0
2020-08-14,1490.8,1536.9744,1477.4901,1504.63,75.2315,5925512.0
2020-08-21,1515.97,1591.88,1505.0,1575.57,78.7785,7001858.0
2020-08-28,1592.47,1652.79,1575.04,1639.43,81.9715,7837417.0
2020-09-04,1643.57,1726.1022,1537.9701,1581.21,79.0605,10909755.0
2020-09-11,1525.0,1573.66,1493.02,1515.76,75.788,7850195.0
2020-09-18,1531.6471,1557.0,1431.62,1451.09,72.5545,9545375.0
2020-09-25,1431.62,1463.97,1402.15,1439.06,71.953,9673534.0
2020-10-02,1471.99,1495.07,1446.28,1455.6,72.78,8381871.0
2020-10-09,1462.65,1511.85,1433.23,1510.45,75.5225,7142400.0
2020-10-16,1538.0,1588.42,1529.3,1567.7,78.385,9651811.0
2020-10-23,1575.93,1634.12,1520.5,1632.98,81.649,9641795.0
2020-10-30,1615.0,1681.315,1508.48,1616.11,80.8055,13111670.0
2020-11-06,1623.54,1791.818,1612.108,1759.73,87.9865,10769230.0
2020-11-13,1795.98,1816.89,1716.12,1772.26,88.613,9227228.0
2020-11-20,1764.14,1794.34,1730.02,1736.38,86.819,5735466.0
2020-11-27,1740.22,1797.01,1710.18,1787.02,89.351,4207518.0
2020-12-04,1775.65,1843.83,1747.84,1823.76,91.188,7217695.0
2020-12-11,1815.55,1829.29,1733.527,1774.8,88.74,6063432.0
2020-12-18,1770.72,1789.8,1715.0,1726.22,86.311,9961441.0
2020-12-24,1709.13,1744.11,1694.0,1734.16,86.708,4331858.0
2020-12-31,1744.91,1788.47,1728.0,1752.64,87.632,4470716.0
2021-01-08,1760.0,1799.355,1696.1014,1797.83,89.8915,9084613.0
2021-01-15,1777.02,1784.38,1711.71,1727.62,86.381,7405602.0
2021-01-22,1743.0,1932.08,1732.83,1892.56,94.628,9860689.0
2021-01-29,1912.74,1921.82,1797.28,1827.36,91.368,13218469.0
2021-02-05,1844.585,2106.6234,1844.585,2088.83,104.4415,13938497.0
2021-02-12,2100.0,2115.0,2052.24,2095.03,104.7515,5760739.0
2021-02-19,2091.75,2145.14,2083.43,2088.81,104.4405,5562207.0
2021-02-26,2053.6,2088.32,1990.23,2021.91,101.0955,8348509.0
2021-03-05,2048.0,2106.2,1994.0,2097.07,104.8535,9391681.0
2021-03-12,2084.06,2113.74,2005.19,2050.0,102.5,7970435.0
2021-03-19,2044.975,2113.68,2002.93,2026.96,101.348,8114126.0
2021-03-26,2027.63,2067.6,1996.09,2024.73,101.2365,7542742.0
2021-04-01,2022.16,2135.75,2005.45,2129.78,106.489,6812974.0
2021-04-09,2147.15,2273.97,2145.205,2270.67,113.5335,8134694.0
2021-04-16,2254.12,2296.0,2227.82,2282.75,114.1375,6358292.0
2021-04-23,2270.18,2306.1175,2240.32,2299.93,114.9965,6451925.0
2021-04-30,2304.52,2431.38,2286.16,2353.5,117.675,12181004.0
2021-05-07,2364.91,2381.55,2256.68,2351.93,117.5965,7689265.0
2021-05-14,2328.14,2331.0,2193.62,2278.38,113.919,8834644.0
2021-05-21,2263.57,2318.89,2225.44,2294.13,114.7065,7023399.0
2021-05-28,2314.89,2389.05,2311.955,2356.85,117.8425,6627931.0
2021-06-04,2374.44,2399.03,2329.52,2393.57,119.6785,4383753.0
2021-06-11,2389.436,2441.72,2381.0,2430.2,121.51,5708292.0
2021-06-18,2432.26,2455.51,2389.4,2402.22,120.111,7097746.0
2021-06-25,2410.01,2461.91,2397.97,2450.17,122.5085,6245977.0
2021-07-02,2453.57,2508.08,2427.09,2505.15,125.2575,6011156.0
2021-07-09,2512.97,2545.68,2480.44,2510.37,125.5185,4644181.0
2021-07-16,2523.56,2586.5266,2512.215,2539.4,126.97,5265186.0
2021-07-23,2521.79,2667.9799,2470.1,2660.3,133.015,6541925.0
2021-07-30,2666.565,2765.94,2602.08,2694.53,134.7265,11795450.0
2021-08-06,2702.34,2729.45,2666.39,2714.77,135.7385,5021461.0
2021-08-13,2718.85,2757.13,2706.785,2754.55,137.7275,4210194.0
2021-08-20,2750.4979,2767.25,2685.0,2748.59,137.4295,5817410.0
2021-08-27,2759.39,2890.25,2752.15,2880.08,144.004,5648081.0
2021-09-03,2888.0,2925.075,2848.01,2874.79,143.7395,6051578.0
2021-09-10,2876.69,2894.37,2814.755,2817.52,140.876,4531928.0
2021-09-17,2838.99,2889.01,2809.395,2816.0,140.8,7437758.0
2021-09-24,2763.23,2846.605,2726.435,2844.3,142.215,7042020.0
2021-10-01,2816.0853,2838.7699,2671.12,2730.86,136.543,8594592.0
2021-10-08,2719.21,2806.6207,2621.0,2795.71,139.7855,7980273.0
2021-10-15,2785.84,2834.36,2715.2,2827.36,141.368,6807528.0
2021-10-22,2821.53,2873.25,2721.12,2751.33,137.5665,7036422.0
2021-10-29,2751.0,2973.0,2708.48,2960.92,148.046,12447768.0
2021-11-05,2960.92,3006.55,2864.51,2977.04,148.852,9126384.0
2021-11-12,2996.5,3012.295,2890.75,2973.56,148.678,5533984.0
2021-11-19,2978.01,3019.33,2944.8,2978.53,148.9265,6566907.0
2021-11-26,2986.65,2996.59,2836.85,2843.66,142.183,5318487.0
2021-12-03,2880.0,2925.95,2804.29,2840.03,142.0015,8957125.0
2021-12-10,2860.81,2982.0,2803.0,2960.03,148.0015,6743060.0
2021-12-17,2955.63,2959.4,2824.295,2834.5,141.725,9327718.0
2021-12-23,2800.0,2964.87,2786.42,2938.33,146.9165,5432677.0
2021-12-31,2945.12,2966.8799,2897.04,2897.04,144.852,4265414.0
2022-01-07,2901.1,2929.6978,2715.33,2740.34,137.017,8940232.0
2022-01-14,2701.56,2857.0,2663.29,2789.61,139.4805,7793704.0
2022-01-21,2723.5,2759.19,2601.73,2607.03,130.3515,7401130.0
2022-01-28,2519.56,2667.13,2490.0,2667.02,133.351,11958228.0
2022-02-04,2683.2399,3030.9315,2644.19,2865.86,143.293,18067215.0
2022-02-11,2885.0,2885.0,2668.0,2685.65,134.2825,11434489.0
2022-02-18,2665.13,2762.17,2603.93,2608.06,130.403,8530129.0
2022-02-25,2596.7618,2705.43,2499.065,2689.19,134.4595,8405453.0
2022-03-04,2661.0,2728.7899,2606.75,2638.13,131.9065,7196673.0
2022-03-11,2629.76,2675.91,2513.4937,2597.41,129.8705,9059664.0
2022-03-18,2605.0,2724.88,2505.5,2722.51,136.1255,8882203.0
2022-03-25,2723.27,2840.7,2681.845,2833.46,141.673,6849111.0
2022-04-01,2818.01,2875.87,2766.15,2803.01,140.1505,7635860.0
2022-04-08,2807.17,2874.24,2659.31,2665.75,133.2875,6536493.0
2022-04-14,2636.47,2641.85,2532.02,2534.6,126.73,6455949.0
2022-04-22,2540.0,2627.98,2378.5,2392.71,119.6355,8604432.0
2022-04-29,2382.02,2465.55,2254.7301,2282.19,114.1095,14826736.0
2022-05-06,2268.1,2457.09,2252.0,2314.93,115.7465,9790386.0
2022-05-13,2265.0,2357.5,2196.49,2321.01,116.0505,10355632.0
2022-05-20,2299.11,2338.0,2115.9272,2178.16,108.908,8363847.0
2022-05-27,2191.75,2246.36,2037.6936,2246.33,112.3165,11504170.0
2022-06-03,2254.93,2357.99,2241.57,2290.82,114.541,7537276.0
2022-06-10,2334.09,2386.94,2207.3224,2223.23,111.1615,7925977.0
2022-06-17,2135.73,2228.47,2100.92,2142.87,107.1435,11185892.0
2022-06-24,2178.59,2361.58,2172.0,2359.5,117.975,7385777.0
2022-07-01,2365.46,2371.59,2134.61,2174.75,108.7375,8783163.0
2022-07-08,2142.01,2393.7,2114.63,2387.07,119.3535,7800253.0
2022-07-15,2359.96,2359.96,2167.46,2235.55,111.7775,9434879.0
2022-07-22,112.64,115.4,106.5,107.9,107.9,196555759.0
2022-07-29,108.41,116.705,104.07,116.32,116.32,212580311.0
2022-08-05,115.3,118.78,113.72,117.47,117.47,115531776.0
2022-08-12,118.39,121.68,115.71,121.68,121.68,112576216.0
2022-08-19,121.13,122.43,116.76,117.21,117.21,101180201.0
2022-08-26,115.2,116.72,110.19,110.34,110.34,109264136.0
2022-09-02,109.99,110.95,107.26,107.85,107.85,129760378.0
2022-09-09,107.3,110.99,105.78,110.65,110.65,95613118.0
2022-09-16,110.99,111.62,100.94,102.8,102.8,164520213.0
2022-09-23,101.75,103.33,97.47,98.74,98.74,146652732.0
2022-09-30,98.1,100.7,95.56,95.65,95.65,153600483.0
2022-10-07,96.76,102.9254,96.521,98.68,98.68,128836461.0
2022-10-14,99.0,100.69,94.3836,96.56,96.56,126593782.0
2022-10-21,98.86,103.47,97.72,101.13,101.13,134072851.0
2022-10-26,101.8,104.82,94.69,94.93,94.93,156066834.0
